,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,Artist
59,414.6,204.6,403.8,21651.5,409.2,21856.2,199.2,420.0,210.0,21845.4,430.8,398.5,21656.9,188.5,619.2,393.1,21430.8,624.6,21678.5,376.9,366.2,21689.2,382.3,21861.5,193.8,436.2,21840.0,215.4,387.7,21667.7,21420.0,635.4,630.0,446.9,177.7,1631.5,1663.8,1647.7,613.8,441.5,21468.5,586.9,1626.2,21463.1,592.3,371.5,21683.8,581.5,355.4,570.8,20413.1,1642.3,1653.1,20402.3,1669.2,565.4,1421.5,226.2,20628.5,1426.9,20418.5,1636.9,603.1,560.0,21495.4,452.3,1432.3,4
55,280.0,21899.2,156.2,656.9,662.3,21780.8,274.6,21893.8,161.5,328.5,339.2,150.8,145.4,1653.1,317.7,495.4,21560.0,646.2,21888.5,166.9,20386.2,1669.2,683.8,21371.5,21791.5,263.8,134.6,21920.8,269.2,21786.2,296.2,177.7,1642.3,1631.5,1663.8,113.1,21942.3,301.5,667.7,21387.7,253.1,823.8,188.5,1636.9,312.3,1620.8,1793.1,651.5,258.5,183.1,1626.2,107.7,172.3,484.6,21570.8,1658.5,20396.9,20343.1,1712.3,441.5,21613.8,290.8,20230.0,1825.4,20445.4,1610.0,21915.4,4
27,123.8,134.6,118.5,140.0,21899.2,156.2,129.2,640.8,312.3,21743.1,161.5,21893.8,166.9,468.5,635.4,21420.0,473.8,339.2,172.3,21883.1,21958.5,96.9,177.7,21877.7,91.5,328.5,21726.9,333.8,21721.5,500.8,150.8,21748.5,306.9,21732.3,323.1,113.1,21565.4,490.0,21662.3,393.1,317.7,398.5,183.1,21872.3,21576.2,479.2,463.1,21953.1,102.3,86.2,446.9,506.2,21549.2,403.8,958.5,963.8,452.3,193.8,204.6,21850.8,107.7,21705.4,350.0,791.5,21980.0,409.2,21759.2,2
34,21656.9,398.5,393.1,403.8,409.2,21646.2,21667.7,387.7,204.6,21850.8,199.2,1599.2,1200.8,20057.7,1997.7,193.8,802.3,796.9,355.4,344.6,2003.1,1195.4,20461.5,1593.8,382.3,21673.1,1798.5,183.1,21872.3,414.6,21452.3,603.1,177.7,376.9,1793.1,20262.3,360.8,2019.2,20036.2,1992.3,350.0,20445.4,1610.0,2196.9,21624.6,430.8,366.2,20073.8,1981.5,215.4,597.7,21457.7,188.5,172.3,1986.9,339.2,420.0,1211.5,210.0,1809.2,20246.2,2024.6,328.5,1787.7,2008.5,20046.9,20450.8,2
103,21850.8,204.6,210.0,102.3,107.7,215.4,619.2,21640.8,414.6,21910.0,145.4,21904.6,150.8,21026.9,1028.5,199.2,21856.2,193.8,231.5,220.8,21958.5,96.9,21829.2,226.2,624.6,21430.8,140.0,21915.4,1033.8,21651.5,403.8,113.1,22006.9,409.2,21646.2,21931.5,123.8,188.5,21866.9,603.1,21452.3,91.5,21963.8,285.4,156.2,21473.8,581.5,21236.9,818.5,829.2,21226.2,393.1,21662.3,21926.2,129.2,1039.2,21016.2,630.0,161.5,21893.8,840.0,21215.4,21032.3,1023.1,274.6,21780.8,118.5,6
139,96.9,193.8,21861.5,382.3,376.9,21678.5,398.5,21640.8,414.6,420.0,290.8,425.4,409.2,204.6,371.5,393.1,21866.9,188.5,430.8,3150.0,19691.5,2363.8,80.8,21759.2,296.2,403.8,210.0,3155.4,586.9,2261.5,21996.2,436.2,947.7,2126.9,19928.5,1776.9,102.3,21953.1,19960.8,2094.6,86.2,3548.5,18506.9,18410.0,3645.4,3623.8,18431.5,942.3,21113.1,3543.1,3575.4,1491.5,2132.3,2358.5,19696.9,21872.3,183.1,3586.2,18469.2,21963.8,91.5,1771.5,20283.8,80.8,80.8,80.8,80.8,8
6,107.7,21947.7,113.1,560.0,554.6,834.6,21220.8,840.0,829.2,1653.1,565.4,1658.5,20407.7,1647.7,570.8,274.6,21834.6,220.8,118.5,543.8,20391.5,1663.8,845.4,21210.0,280.0,21775.4,80.8,1642.3,549.2,576.2,166.9,2751.5,263.8,269.2,102.3,823.8,2778.5,19556.9,2498.5,86.2,328.5,3887.7,18167.7,2746.2,20671.5,1383.8,18173.1,3882.3,2503.8,581.5,21236.9,818.5,19314.6,2740.8,850.8,2756.9,2493.1,19562.3,247.7,21468.5,586.9,1114.6,20940.8,80.8,80.8,80.8,80.8,1
64,86.2,560.0,21495.4,280.0,140.0,80.8,107.7,3903.8,21780.8,274.6,3920.0,269.2,21786.2,834.6,3914.6,113.1,3343.8,102.3,20375.4,1680.0,21500.8,554.6,123.8,3898.5,565.4,694.6,21360.8,285.4,21996.2,543.8,21904.6,150.8,96.9,840.0,8421.5,1669.2,118.5,21926.2,129.2,7247.7,1120.0,231.5,21823.8,1663.8,20391.5,21818.5,236.9,7285.4,2800.0,7242.3,420.0,14796.9,7258.5,1114.6,20940.8,17580.8,4474.6,2234.6,263.8,4469.2,80.8,80.8,80.8,80.8,80.8,80.8,80.8,4
38,926.2,931.5,936.9,1846.9,1243.8,1890.0,1233.1,3780.0,18275.4,107.7,2832.3,96.9,19707.7,2347.7,920.8,3769.2,1841.5,3774.6,619.2,21436.2,527.7,3763.8,18329.2,3726.2,102.3,1873.8,3742.3,2821.5,19233.8,1895.4,2789.2,20149.2,1906.2,2773.1,156.2,1249.2,2363.8,3785.4,18270.0,947.7,21107.7,624.6,19271.5,2783.8,2326.2,21533.1,522.3,3693.8,1884.6,2310.0,19745.4,2336.9,19718.5,3790.8,18264.6,468.5,1227.7,19713.1,2342.3,20197.7,1857.7,2800.0,210.0,21845.4,3736.9,2843.1,96.9,3
20,829.2,834.6,312.3,414.6,21640.8,317.7,468.5,463.1,420.0,156.2,21899.2,818.5,3128.5,21231.5,823.8,619.2,20816.9,1238.5,630.0,20811.5,1243.8,409.2,21646.2,210.0,21215.4,840.0,323.1,2810.8,21850.8,204.6,2213.1,301.5,21210.0,845.4,1674.6,624.6,850.8,2805.4,19250.0,1653.1,403.8,21651.5,150.8,1658.5,339.2,21716.2,306.9,21748.5,21441.5,613.8,21893.8,161.5,2180.8,21576.2,479.2,21581.5,473.8,775.4,21280.0,20391.5,1663.8,166.9,457.7,2089.2,20822.3,1233.1,425.4,2
94,166.9,161.5,247.7,177.7,21565.4,490.0,18469.2,3586.2,484.6,667.7,21387.7,21883.1,172.3,366.2,156.2,242.3,21576.2,479.2,3591.5,253.1,344.6,1324.6,662.3,21393.1,3607.7,18447.7,495.4,360.8,21694.6,328.5,21726.9,317.7,21737.7,3570.0,3613.1,323.1,516.9,3316.9,18738.5,183.1,21872.3,21543.8,511.5,3564.6,18490.8,80.8,3580.8,18474.6,3575.4,18480.0,21716.2,339.2,107.7,2568.5,2676.2,2573.8,506.2,2056.9,371.5,3343.8,350.0,3300.8,18754.6,549.2,2062.3,19993.1,3618.5,6
54,280.0,21899.2,156.2,656.9,662.3,21780.8,274.6,21893.8,161.5,328.5,339.2,150.8,145.4,1653.1,317.7,495.4,21560.0,646.2,21888.5,166.9,20386.2,1669.2,683.8,21371.5,21791.5,263.8,134.6,21920.8,269.2,21786.2,296.2,177.7,1642.3,1631.5,1663.8,113.1,21942.3,301.5,667.7,21387.7,253.1,823.8,188.5,1636.9,312.3,1620.8,1793.1,651.5,258.5,183.1,1626.2,107.7,172.3,484.6,21570.8,1658.5,20396.9,20343.1,1712.3,441.5,21613.8,290.8,20230.0,1825.4,20445.4,1610.0,21915.4,4
92,1760.8,1755.4,1766.2,1750.0,20283.8,1771.5,581.5,1733.8,1163.1,328.5,21759.2,296.2,1739.2,20326.9,1728.5,1448.5,20606.9,866.9,1906.2,20897.7,1157.7,1911.5,21732.3,323.1,333.8,1900.8,20154.6,1152.3,872.3,576.2,1443.1,1459.2,1916.9,1437.7,1168.5,861.5,1938.5,1453.8,20601.5,306.9,1922.3,1895.4,20057.7,1997.7,1146.9,1992.3,1890.0,2019.2,1970.8,1965.4,20090.0,2008.5,1776.9,20278.5,20127.7,1927.7,20332.3,1723.1,2013.8,290.8,20122.3,1933.1,1787.7,2040.8,20014.6,290.8,290.8,6
121,21861.5,193.8,199.2,210.0,21409.2,646.2,204.6,21850.8,172.3,640.8,21414.6,21910.0,145.4,220.8,635.4,21420.0,586.9,21468.5,21866.9,188.5,780.8,581.5,21473.8,613.8,603.1,21452.3,856.2,775.4,786.2,630.0,21425.4,150.8,21398.5,656.9,619.2,21436.2,576.2,166.9,21985.4,22006.9,861.5,592.3,393.1,21662.3,850.8,21258.5,796.9,21630.0,425.4,21285.4,770.0,21247.7,807.7,430.8,813.1,829.2,980.0,387.7,21667.7,21236.9,818.5,215.4,21840.0,398.5,21656.9,226.2,21829.2,7
112,393.1,387.7,21667.7,382.3,188.5,86.2,263.8,592.3,183.1,398.5,177.7,129.2,21468.5,586.9,581.5,258.5,1755.4,20300.0,193.8,1760.8,371.5,1960.0,20095.4,199.2,786.2,21651.5,403.8,172.3,91.5,21753.8,301.5,1954.6,204.6,694.6,527.7,21527.7,20289.2,1766.2,21533.1,522.3,780.8,21274.6,1965.4,700.0,597.7,20106.2,1949.2,1750.0,20305.4,366.2,20493.8,1561.5,134.6,21920.8,1739.2,20321.5,1733.8,306.9,20876.2,1179.2,22012.3,409.2,19702.3,2353.1,21980.0,2347.7,1173.8,7
74,506.2,511.5,516.9,21538.5,490.0,21565.4,522.3,495.4,479.2,500.8,21554.6,2056.9,2062.3,2040.8,20014.6,732.3,20009.2,2046.2,743.1,2019.2,20036.2,436.2,21619.2,463.1,581.5,2493.1,2476.9,21597.7,457.7,129.2,753.8,586.9,21468.5,21586.9,468.5,2051.5,19540.8,2514.6,2293.8,19761.5,2536.2,446.9,19120.8,2934.6,20563.8,1491.5,527.7,19476.2,2579.2,484.6,452.3,21603.1,19513.8,2541.5,2444.6,2498.5,2013.8,2035.4,20020.0,1475.4,19535.4,2520.0,2503.8,764.6,21290.8,21522.3,533.1,5
3,21586.9,468.5,231.5,463.1,236.9,700.0,457.7,931.5,21123.8,689.2,705.4,694.6,242.3,936.9,452.3,21603.1,350.0,484.6,118.5,21834.6,220.8,113.1,21942.3,683.8,247.7,522.3,21533.1,716.2,21339.2,21640.8,414.6,21134.6,920.8,21129.2,926.2,473.8,21581.5,21840.0,215.4,210.0,258.5,21791.5,263.8,226.2,21829.2,549.2,1163.1,1152.3,20903.1,436.2,21565.4,490.0,495.4,1168.5,915.4,21140.0,22001.5,290.8,527.7,269.2,21786.2,21888.5,166.9,21576.2,479.2,1157.7,20897.7,1
87,382.3,376.9,387.7,393.1,683.8,371.5,355.4,366.2,360.8,694.6,1965.4,1954.6,1976.2,1970.8,710.8,1960.0,226.2,22001.5,21656.9,398.5,21990.8,21350.0,705.4,20127.7,1927.7,20111.5,1943.8,21823.8,231.5,1933.1,1938.5,1949.2,651.5,242.3,21813.1,1981.5,20073.8,20133.1,1922.3,247.7,21807.7,20644.6,1410.8,20052.3,2003.1,414.6,18183.8,3871.5,2008.5,20881.5,1173.8,21834.6,220.8,236.9,21818.5,20057.7,1997.7,301.5,344.6,700.0,420.0,21635.4,350.0,3893.1,18162.3,3887.7,463.1,5
14,107.7,21947.7,113.1,560.0,554.6,834.6,21220.8,840.0,829.2,1653.1,565.4,1658.5,20407.7,1647.7,570.8,274.6,21834.6,220.8,118.5,543.8,20391.5,1663.8,845.4,21210.0,280.0,21775.4,80.8,1642.3,549.2,576.2,166.9,2751.5,263.8,269.2,102.3,823.8,2778.5,19556.9,2498.5,86.2,328.5,3887.7,18167.7,2746.2,20671.5,1383.8,18173.1,3882.3,2503.8,581.5,21236.9,818.5,19314.6,2740.8,850.8,2756.9,2493.1,19562.3,247.7,21468.5,586.9,1114.6,20940.8,80.8,80.8,80.8,80.8,1
116,172.3,527.7,21969.2,86.2,161.5,533.1,177.7,522.3,21533.1,183.1,21366.2,689.2,21344.6,710.8,21350.0,705.4,21899.2,156.2,538.5,355.4,21700.0,511.5,21543.8,350.0,678.5,21538.5,516.9,21355.4,700.0,21339.2,716.2,21861.5,193.8,166.9,21409.2,646.2,651.5,543.8,21974.6,80.8,656.9,188.5,21866.9,500.8,21371.5,683.8,640.8,21414.6,1432.3,1416.2,694.6,866.9,21963.8,91.5,635.4,21420.0,877.7,721.5,21333.8,490.0,21565.4,673.1,21393.1,662.3,888.5,630.0,145.4,7
29,393.1,21662.3,398.5,21856.2,199.2,21861.5,193.8,387.7,21667.7,350.0,220.8,204.6,409.2,21678.5,376.9,21926.2,129.2,258.5,403.8,21635.4,420.0,414.6,86.2,597.7,21463.1,592.3,96.9,210.0,700.0,21355.4,183.1,516.9,21538.5,263.8,21533.1,522.3,21823.8,231.5,21963.8,91.5,177.7,366.2,21468.5,586.9,441.5,134.6,21673.1,382.3,226.2,360.8,1981.5,236.9,1394.6,436.2,603.1,344.6,694.6,188.5,21446.9,608.5,1782.3,1976.2,20079.2,1787.7,21936.9,118.5,705.4,2
115,21468.5,586.9,576.2,285.4,269.2,290.8,21791.5,263.8,581.5,592.3,296.2,145.4,21495.4,560.0,274.6,258.5,872.3,21183.1,393.1,490.0,597.7,220.8,608.5,554.6,301.5,21753.8,543.8,1766.2,603.1,570.8,21301.5,753.8,21721.5,333.8,565.4,1459.2,861.5,21193.8,883.1,748.5,96.9,850.8,1453.8,2929.2,1464.6,20590.8,328.5,635.4,1109.2,20946.2,2923.8,2934.6,150.8,360.8,21694.6,630.0,21425.4,312.3,791.5,21263.8,1103.8,96.9,96.9,96.9,96.9,96.9,96.9,7
131,96.9,193.8,21861.5,382.3,376.9,21678.5,398.5,21640.8,414.6,420.0,290.8,425.4,409.2,204.6,371.5,393.1,21866.9,188.5,430.8,3150.0,19691.5,2363.8,80.8,21759.2,296.2,403.8,210.0,3155.4,586.9,2261.5,21996.2,436.2,947.7,2126.9,19928.5,1776.9,102.3,21953.1,19960.8,2094.6,86.2,3548.5,18506.9,18410.0,3645.4,3623.8,18431.5,942.3,21113.1,3543.1,3575.4,1491.5,2132.3,2358.5,19696.9,21872.3,183.1,3586.2,18469.2,21963.8,91.5,1771.5,20283.8,80.8,80.8,80.8,80.8,8
12,199.2,21861.5,193.8,21662.3,393.1,129.2,188.5,210.0,387.7,215.4,21840.0,134.6,786.2,414.6,183.1,398.5,403.8,21651.5,258.5,780.8,592.3,263.8,21791.5,21915.4,140.0,21468.5,586.9,220.8,204.6,21985.4,166.9,409.2,430.8,161.5,21635.4,420.0,231.5,613.8,156.2,468.5,21430.8,624.6,21705.4,350.0,96.9,21980.0,581.5,382.3,236.9,619.2,21436.2,21710.8,344.6,177.7,603.1,355.4,226.2,323.1,436.2,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,1
97,231.5,236.9,468.5,463.1,242.3,931.5,21123.8,247.7,220.8,2089.2,2094.6,21845.4,210.0,19944.6,2110.8,253.1,215.4,19939.2,2116.2,441.5,226.2,3726.2,18329.2,91.5,21963.8,204.6,3747.7,3758.5,5142.3,457.7,21597.7,2347.7,258.5,2121.5,2326.2,2794.6,5120.8,16934.6,5136.9,19163.8,2891.5,473.8,3753.1,18302.3,3731.5,18323.8,199.2,21856.2,19734.6,2320.8,2073.1,19723.8,2331.5,5217.7,2100.0,436.2,21619.2,19266.2,2789.2,16896.9,5158.5,5223.1,16832.3,19971.5,2083.8,662.3,479.2,6
136,21931.5,123.8,21926.2,129.2,21947.7,107.7,161.5,21834.6,220.8,156.2,166.9,21910.0,145.4,113.1,775.4,215.4,21840.0,764.6,780.8,770.0,86.2,21936.9,118.5,759.2,753.8,748.5,91.5,732.3,554.6,694.6,177.7,172.3,786.2,312.3,150.8,705.4,721.5,576.2,21479.2,700.0,21177.7,877.7,21953.1,102.3,21183.1,872.3,344.6,560.0,21694.6,360.8,716.2,21339.2,893.8,21527.7,527.7,306.9,355.4,21753.8,301.5,21328.5,726.9,96.9,888.5,683.8,581.5,86.2,86.2,8
2,113.1,220.8,21807.7,247.7,204.6,107.7,21947.7,21953.1,102.3,96.9,21958.5,123.8,118.5,210.0,3995.4,436.2,21775.4,280.0,339.2,376.9,441.5,328.5,3952.3,18103.1,4065.4,3747.7,21721.5,333.8,3963.1,4081.5,236.9,3920.0,4560.8,17494.6,166.9,21888.5,199.2,17672.3,4383.1,371.5,91.5,21963.8,323.1,18086.9,3968.5,4016.9,18038.5,446.9,21608.5,21829.2,226.2,17693.8,4361.5,18006.2,4049.2,3817.7,21500.8,554.6,4038.5,18016.9,3828.5,18226.9,4000.8,4130.0,3866.2,3936.2,18119.2,1
18,21910.0,145.4,21915.4,140.0,21764.6,290.8,21904.6,150.8,301.5,21775.4,280.0,134.6,285.4,21759.2,296.2,21613.8,441.5,586.9,592.3,436.2,21619.2,306.9,457.7,258.5,123.8,414.6,425.4,21608.5,446.9,1173.8,253.1,21802.3,156.2,409.2,3548.5,18506.9,312.3,581.5,21807.7,247.7,20886.9,1168.5,430.8,21893.8,161.5,274.6,2062.3,19993.1,263.8,19987.7,2067.7,21926.2,129.2,3553.8,877.7,398.5,420.0,2056.9,3500.0,18555.4,403.8,1179.2,21673.1,382.3,3559.2,20003.8,2051.5,2
95,21850.8,204.6,210.0,102.3,107.7,215.4,619.2,21640.8,414.6,21910.0,145.4,21904.6,150.8,21026.9,1028.5,199.2,21856.2,193.8,231.5,220.8,21958.5,96.9,21829.2,226.2,624.6,21430.8,140.0,21915.4,1033.8,21651.5,403.8,113.1,22006.9,409.2,21646.2,21931.5,123.8,188.5,21866.9,603.1,21452.3,91.5,21963.8,285.4,156.2,21473.8,581.5,21236.9,818.5,829.2,21226.2,393.1,21662.3,21926.2,129.2,1039.2,21016.2,630.0,161.5,21893.8,840.0,21215.4,21032.3,1023.1,274.6,21780.8,118.5,6
99,236.9,21813.1,242.3,231.5,479.2,21576.2,21581.5,473.8,220.8,226.2,468.5,247.7,484.6,4916.2,4910.8,17144.6,215.4,21845.4,210.0,17133.8,4921.5,4905.4,204.6,21850.8,16999.2,5056.2,4975.4,17080.0,5061.5,4970.0,4980.8,5239.2,16816.2,4959.2,16810.8,5244.6,4964.6,4996.9,5083.1,199.2,5050.8,5002.3,4900.0,21608.5,446.9,5233.8,5223.1,16832.3,5228.5,17128.5,4926.9,716.2,21339.2,5217.7,16837.7,5007.7,17047.7,16977.7,5077.7,193.8,21861.5,4991.5,17063.8,4953.8,253.1,16934.6,5120.8,6
83,791.5,796.9,21985.4,21980.0,20865.4,1190.0,80.8,1195.4,20860.0,780.8,102.3,1588.5,1179.2,20870.8,1184.6,18081.5,3973.8,21947.7,107.7,96.9,21958.5,86.2,3968.5,18086.9,398.5,21656.9,1583.1,21247.7,807.7,21996.2,775.4,786.2,802.3,18130.0,3925.4,3575.4,123.8,91.5,21942.3,113.1,18124.6,3930.8,21861.5,193.8,22006.9,18119.2,3936.2,3580.8,393.1,21662.3,18135.4,3920.0,20488.5,1566.9,21667.7,387.7,3957.7,118.5,1173.8,759.2,2778.5,19276.9,3941.5,3570.0,1593.8,20461.5,3559.2,5
84,1846.9,1857.7,86.2,91.5,22023.1,1825.4,20230.0,21317.7,737.7,366.2,96.9,21958.5,102.3,1841.5,1852.3,743.1,371.5,145.4,1820.0,20235.4,1836.2,20219.2,2223.8,8066.2,732.3,150.8,107.7,1868.5,2186.2,19869.2,129.2,22012.3,80.8,5923.1,8093.1,8060.8,13994.6,2918.5,721.5,21333.8,8157.7,8152.3,13886.9,8168.5,376.9,21915.4,140.0,1809.2,753.8,8012.3,7382.3,14673.1,2961.5,19093.8,7070.0,14985.4,204.6,21850.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,5
9,560.0,21495.4,21953.1,102.3,840.0,592.3,21463.1,20935.4,1120.0,1125.4,20930.0,565.4,1130.8,107.7,1405.4,570.8,21484.6,296.2,1410.8,1680.0,845.4,446.9,21807.7,247.7,1416.2,1400.0,20655.4,393.1,21662.3,586.9,91.5,21220.8,834.6,145.4,441.5,21613.8,20919.2,1136.2,1141.5,20913.8,280.0,20370.0,1685.4,21802.3,253.1,118.5,22012.3,150.8,21904.6,576.2,80.8,21166.9,888.5,1674.6,1152.3,20908.5,1146.9,1690.8,113.1,21506.2,549.2,290.8,21764.6,21861.5,193.8,1421.5,123.8,1
96,791.5,592.3,21463.1,199.2,597.7,21953.1,102.3,786.2,107.7,393.1,586.9,188.5,193.8,387.7,796.9,376.9,96.9,20660.8,1394.6,21845.4,210.0,780.8,603.1,371.5,1588.5,382.3,21920.8,134.6,118.5,20655.4,1400.0,21915.4,140.0,1577.7,20477.7,215.4,403.8,1389.2,236.9,366.2,21872.3,183.1,398.5,129.2,177.7,220.8,21834.6,113.1,608.5,123.8,21931.5,21646.2,409.2,22006.9,21705.4,350.0,1378.5,813.1,775.4,360.8,21850.8,204.6,20461.5,1593.8,624.6,96.9,96.9,6
21,393.1,21662.3,398.5,21856.2,199.2,21861.5,193.8,387.7,21667.7,350.0,220.8,204.6,409.2,21678.5,376.9,21926.2,129.2,258.5,403.8,21635.4,420.0,414.6,86.2,597.7,21463.1,592.3,96.9,210.0,700.0,21355.4,183.1,516.9,21538.5,263.8,21533.1,522.3,21823.8,231.5,21963.8,91.5,177.7,366.2,21468.5,586.9,441.5,134.6,21673.1,382.3,226.2,360.8,1981.5,236.9,1394.6,436.2,603.1,344.6,694.6,188.5,21446.9,608.5,1782.3,1976.2,20079.2,1787.7,21936.9,118.5,705.4,2
