,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,Artist
47,0.185759637,0.557278912,0.928798186,1.555736961,1.973696145,2.368435374,2.623854875,3.181133787,3.482993197,3.924172336,4.435011338,4.713650794,5.108390023,5.503129252,5.874648526,6.478367347,6.733786848,7.29106576,7.709024943,8.103764172,8.382403628,8.800362812,9.171882086,9.752380952,10.05424036,10.56507937,3.931325611,4.037577655,4.146701375,4.258774385,4.373876396,4.492089271,4.61349709,4.7381862,4.866245287,4.997765429,6
48,0.069659864,0.371519274,0.766258503,1.021678005,1.34675737,1.880816327,2.136235828,2.484535147,2.879274376,3.157913832,3.599092971,3.854512472,4.156371882,4.435011338,4.760090703,5.154829932,5.456689342,5.897868481,6.153287982,6.431927438,6.733786848,7.035646259,7.314285714,7.616145125,8.196643991,8.730702948,9.009342404,9.311201814,9.659501134,10.00780045,10.30965986,4.511866152,4.63380848,4.759046547,4.887669427,5.019768601,7
49,0.069659864,0.487619048,0.743038549,1.114557823,1.439637188,1.741496599,2.229115646,2.484535147,3.227573696,3.599092971,3.94739229,4.202811791,4.458231293,4.713650794,4.969070295,5.456689342,5.712108844,6.199727891,6.455147392,6.710566893,7.035646259,7.430385488,7.685804989,7.94122449,8.428843537,8.684263039,9.032562358,9.427301587,9.93814059,4.123402586,4.234845899,4.349301194,4.466849875,4.587575547,4.711564075,4.838903645,7
50,0.069659864,0.441179138,0.812698413,1.184217687,1.555736961,1.904036281,2.275555556,2.763174603,3.181133787,3.970612245,4.249251701,4.620770975,5.154829932,5.874648526,6.222947846,6.524807256,6.780226757,7.058866213,7.337505669,7.848344671,8.150204082,8.405623583,8.661043084,8.93968254,9.195102041,9.520181406,9.868480726,10.12390023,4.262011399,4.377200896,4.495503623,4.617003721,4.741787606,4.869944027,5.001564136,5.136741545,5
51,0.069659864,0.534058957,0.859138322,1.695056689,1.9969161,2.739954649,2.99537415,3.482993197,4.272471655,4.59755102,5.224489796,5.549569161,5.874648526,6.176507937,6.826666667,7.082086168,7.476825397,8.103764172,8.405623583,8.707482993,9.055782313,9.380861678,9.682721088,10.00780045,3.562108231,3.658381426,3.7572566,3.858804075,3.963096077,4.070206782,4.180212371,4.293191084,4.409223275,4.528391472,4.650780431,4.776477199,1
52,0.069659864,0.325079365,0.65015873,0.952018141,1.277097506,1.578956916,1.904036281,2.229115646,2.554195011,2.879274376,3.181133787,3.506213152,3.808072562,4.133151927,4.458231293,4.783310658,5.085170068,5.433469388,5.94430839,6.269387755,6.571247166,6.896326531,7.221405896,7.523265306,7.848344671,8.173424036,8.498503401,8.800362812,9.125442177,9.473741497,9.89170068,4.217454189,4.331439437,4.448505368,4.568735243,4.692214574,5
53,0.069659864,0.464399093,0.882358277,1.30031746,1.718276644,2.136235828,2.554195011,2.94893424,3.390113379,3.784852608,4.226031746,4.620770975,5.038730159,5.456689342,5.897868481,6.29260771,6.710566893,7.128526077,7.569705215,7.964444444,8.59138322,9.009342404,9.427301587,9.845260771,10.24,3.466718147,3.560413232,3.656640616,3.755468741,3.856967896,3.961210272,4.068270009,4.178223252,4.291148205,4.407125184,4.526236675,1
54,0.069659864,0.417959184,0.696598639,0.99845805,1.439637188,1.764716553,2.043356009,2.34521542,2.670294785,3.111473923,3.413333333,3.691972789,3.9938322,4.318911565,4.59755102,4.899410431,5.201269841,5.503129252,5.804988662,6.269387755,6.524807256,6.919546485,7.453605442,7.89478458,8.359183673,8.661043084,8.962902494,9.264761905,9.566621315,9.845260771,10.17034014,4.429027395,4.548730838,4.671669509,4.797930847,4.927604654,7
55,0.069659864,0.510839002,1.021678005,1.416417234,1.741496599,2.159455782,2.484535147,2.763174603,3.041814059,3.29723356,3.599092971,4.086712018,4.435011338,4.829750567,5.201269841,5.59600907,5.990748299,6.269387755,6.571247166,7.105306122,7.476825397,7.848344671,8.173424036,8.452063492,9.009342404,9.404081633,9.775600907,10.14712018,10.51863946,4.189088681,4.302307294,4.418585869,4.538007109,4.660655949,4.786619624,4.915987722,2
56,0.069659864,0.510839002,0.928798186,1.34675737,1.787936508,2.600634921,2.925714286,3.250793651,3.668752834,4.086712018,4.736870748,5.131609977,5.572789116,5.990748299,6.408707483,6.826666667,7.267845805,7.662585034,8.103764172,8.521723356,8.93968254,9.380861678,9.798820862,10.21678005,3.58746093,3.684419334,3.783998235,3.886268457,3.99130274,4.099175787,4.209964322,4.323747141,4.440605172,4.560621528,4.683881569,4.810472963,7
57,0.069659864,0.34829932,0.673378685,0.99845805,1.253877551,1.532517007,1.880816327,2.159455782,2.461315193,2.94893424,3.274013605,3.599092971,3.924172336,4.249251701,4.574331066,4.899410431,5.224489796,5.572789116,5.897868481,6.199727891,6.524807256,6.826666667,7.174965986,7.500045351,7.755464853,9.125442177,9.450521542,9.798820862,10.10068027,3.89187228,3.997058018,4.105086613,4.2160349,4.329981789,4.447008324,4.567197738,8
58,0.069659864,0.487619048,0.789478458,1.114557823,1.439637188,1.741496599,2.066575964,2.391655329,2.716734694,3.018594104,3.343673469,3.668752834,3.9938322,4.29569161,4.620770975,4.94585034,5.270929705,5.572789116,5.897868481,6.222947846,6.548027211,6.849886621,7.174965986,7.476825397,7.825124717,8.126984127,8.452063492,8.777142857,9.079002268,9.404081633,9.729160998,4.165199485,4.277772444,4.393387916,4.51212813,4.634077539,1
59,0.069659864,0.394739229,0.99845805,1.253877551,1.741496599,2.438095238,2.716734694,3.157913832,3.738412698,4.109931973,4.551111111,4.899410431,5.456689342,5.921088435,6.222947846,6.640907029,7.337505669,8.010884354,8.312743764,8.707482993,9.195102041,9.682721088,10.12390023,10.42575964,3.570474965,3.666974288,3.766081701,3.867867693,3.972404658,4.079766946,4.190030918,4.303274996,4.419579726,4.539027827,4.661704254,4.787696261,6
60,0.069659864,0.441179138,0.835918367,1.207437642,1.532517007,1.880816327,2.229115646,2.577414966,2.925714286,3.320453515,3.668752834,4.017052154,4.365351474,4.713650794,5.061950113,5.410249433,5.781768707,6.176507937,6.478367347,6.965986395,7.383945578,7.732244898,8.080544218,8.452063492,8.962902494,9.334421769,9.682721088,10.00780045,3.980986701,4.088580936,4.199083124,4.312571857,4.429127853,4.548834011,4.671775471,4.798039673,8
61,0.069659864,0.394739229,0.835918367,1.230657596,1.671836735,2.136235828,2.554195011,2.94893424,3.413333333,3.831292517,4.249251701,4.504671202,5.108390023,5.549569161,5.967528345,6.222947846,6.687346939,7.105306122,7.685804989,8.544943311,8.986122449,9.24154195,9.636281179,10.07746032,10.37931973,3.514413189,3.609397329,3.706948608,3.807136408,3.910031987,4.015708527,4.12424119,4.235707168,4.35018574,4.467758328,4.588508553,1
62,0.069659864,0.603718821,0.905578231,1.486077098,1.764716553,2.577414966,3.018594104,3.343673469,3.691972789,3.94739229,4.435011338,4.876190476,5.178049887,5.503129252,6.385487528,6.687346939,7.59292517,8.080544218,8.684263039,9.125442177,9.427301587,10.03102041,10.33287982,10.63473923,11.23845805,12.46911565,13.04961451,13.32825397,13.67655329,13.93197279,14.28027211,14.88399093,15.48770975,6.830515413,7.015123938,7.204721882,2
63,0.069659864,0.557278912,0.835918367,1.184217687,1.486077098,1.787936508,2.089795918,2.391655329,2.716734694,3.343673469,3.64553288,3.94739229,4.249251701,4.504671202,4.899410431,5.178049887,5.479909297,5.990748299,6.269387755,6.524807256,6.873106576,7.29106576,7.639365079,7.94122449,8.2430839,8.568163265,8.870022676,9.125442177,9.450521542,9.775600907,10.07746032,4.513707177,4.635699262,4.760988432,4.889663795,5.02181687,6
64,0.069659864,0.789478458,1.253877551,1.509297052,2.159455782,2.438095238,2.99537415,3.575873016,4.342131519,4.94585034,5.317369615,5.64244898,6.339047619,6.617687075,6.919546485,7.29106576,7.546485261,7.987664399,8.428843537,8.684263039,8.93968254,9.473741497,9.868480726,10.51863946,3.774434026,3.876445756,3.981214561,4.088814954,4.199323466,4.312818695,4.429381363,4.549094372,4.672042869,4.798314298,4.927998468,5.061187616,6
65,0.069659864,0.34829932,0.719818594,1.068117914,1.323537415,1.578956916,1.834376417,2.089795918,2.34521542,2.600634921,2.856054422,3.343673469,3.599092971,4.086712018,4.435011338,4.736870748,5.247709751,5.526349206,5.874648526,6.269387755,6.524807256,6.873106576,7.128526077,7.383945578,7.662585034,8.28952381,8.637823129,8.89324263,9.218321995,9.520181406,9.868480726,10.37931973,4.468480726,4.589250475,4.713284272,4.840670333,5
66,0.069659864,0.34829932,0.743038549,1.114557823,1.462857143,1.811156463,2.182675737,2.438095238,2.786394558,3.041814059,3.390113379,3.64553288,4.109931973,4.365351474,4.713650794,4.992290249,5.340589569,5.688888889,6.037188209,6.29260771,6.640907029,6.919546485,7.267845805,7.616145125,7.987664399,8.475283447,8.962902494,9.427301587,9.682721088,10.03102041,10.40253968,4.405096525,4.524153188,4.646427598,4.772006723,4.900979877,5
67,0.069659864,0.394739229,0.719818594,1.091337868,1.439637188,1.787936508,2.113015873,2.368435374,2.832834467,3.181133787,3.506213152,3.761632653,4.226031746,4.574331066,4.922630385,5.270929705,5.59600907,5.851428571,6.315827664,6.664126984,7.012426304,7.360725624,7.709024943,8.057324263,8.428843537,8.777142857,9.102222222,9.450521542,9.822040816,10.14712018,10.4954195,4.43379788,4.553630255,4.676701343,4.803098676,4.932912154,1
68,0.069659864,0.603718821,0.928798186,1.253877551,1.509297052,1.857596372,2.159455782,2.507755102,2.832834467,3.134693878,3.436553288,3.761632653,4.063492063,4.411791383,4.690430839,5.015510204,5.317369615,5.59600907,5.897868481,6.431927438,6.896326531,7.174965986,7.523265306,7.801904762,8.126984127,8.452063492,8.753922902,9.079002268,9.404081633,9.705941043,9.984580499,10.30965986,4.721431636,4.849037896,4.980092974,5.114690082,6
69,0.069659864,0.510839002,1.021678005,1.416417234,1.741496599,2.159455782,2.484535147,2.763174603,3.041814059,3.29723356,3.599092971,4.086712018,4.435011338,4.829750567,5.201269841,5.59600907,5.990748299,6.269387755,6.571247166,7.105306122,7.476825397,7.848344671,8.173424036,8.452063492,9.009342404,9.404081633,9.775600907,10.14712018,10.51863946,4.189088681,4.302307294,4.418585869,4.538007109,4.660655949,4.786619624,4.915987722,2
70,0.069659864,0.441179138,0.859138322,1.439637188,1.741496599,2.136235828,2.507755102,2.879274376,3.227573696,3.738412698,3.9938322,4.435011338,4.736870748,5.108390023,5.503129252,5.851428571,6.222947846,6.803446712,7.360725624,7.616145125,7.89478458,8.28952381,8.637823129,9.032562358,9.380861678,9.682721088,9.961360544,10.35609977,10.70439909,4.421957468,4.541469832,4.66421226,4.79027205,4.919738863,5.052704778,5.189264366,3
71,0.069659864,0.325079365,0.673378685,0.99845805,1.602176871,1.95047619,2.29877551,2.763174603,3.506213152,4.342131519,5.363809524,5.758548753,6.222947846,6.478367347,7.151746032,7.407165533,7.848344671,8.544943311,8.962902494,9.218321995,9.496961451,9.961360544,10.33287982,10.63473923,3.72736655,3.828106187,3.931568516,4.037827125,4.146957587,4.259037522,4.374146644,4.492366824,4.613782144,4.738478958,4.866545957,4.998074226,6
72,0.069659864,0.510839002,0.928798186,1.34675737,1.787936508,2.600634921,2.925714286,3.250793651,3.668752834,4.086712018,4.736870748,5.131609977,5.572789116,5.990748299,6.408707483,6.826666667,7.267845805,7.662585034,8.103764172,8.521723356,8.93968254,9.380861678,9.798820862,10.21678005,3.58746093,3.684419334,3.783998235,3.886268457,3.99130274,4.099175787,4.209964322,4.323747141,4.440605172,4.560621528,4.683881569,4.810472963,7
73,0.069659864,0.534058957,1.091337868,1.439637188,1.834376417,2.600634921,3.065034014,3.366893424,3.831292517,4.574331066,4.992290249,5.526349206,5.874648526,6.501587302,6.757006803,7.012426304,7.267845805,7.732244898,7.987664399,8.475283447,8.962902494,9.218321995,9.752380952,10.21678005,3.694188883,3.794031826,3.896573226,4.001886016,4.110045098,4.221127398,4.335211922,4.452379812,4.572714401,4.696301277,4.823228338,4.953585861,8
74,0.069659864,0.371519274,0.673378685,0.975238095,1.30031746,1.602176871,1.880816327,2.182675737,2.64707483,2.972154195,3.250793651,3.552653061,3.877732426,4.342131519,4.667210884,4.992290249,5.270929705,5.712108844,6.013968254,6.315827664,6.826666667,7.267845805,7.569705215,8.057324263,8.382403628,8.684263039,8.986122449,9.427301587,9.729160998,10.00780045,4.205655451,4.319321815,4.436060242,4.555953762,4.679087648,4.805549476,8
75,0.069659864,0.34829932,0.743038549,1.114557823,1.462857143,1.811156463,2.182675737,2.438095238,2.786394558,3.041814059,3.390113379,3.64553288,4.109931973,4.365351474,4.713650794,4.992290249,5.340589569,5.688888889,6.037188209,6.29260771,6.640907029,6.919546485,7.267845805,7.616145125,7.987664399,8.475283447,8.962902494,9.427301587,9.682721088,10.03102041,10.40253968,4.405096525,4.524153188,4.646427598,4.772006723,4.900979877,5
76,0.069659864,0.325079365,0.65015873,0.952018141,1.207437642,1.718276644,2.020136054,2.34521542,2.64707483,2.972154195,3.274013605,3.599092971,3.900952381,4.226031746,4.527891156,4.852970522,5.154829932,5.479909297,5.781768707,6.106848073,6.431927438,6.733786848,7.058866213,7.360725624,7.662585034,7.987664399,8.28952381,8.614603175,8.916462585,9.24154195,9.543401361,9.868480726,10.17034014,4.64030888,4.765722634,4.894525948,2
77,0.069659864,0.534058957,0.905578231,1.486077098,1.834376417,2.136235828,2.577414966,2.879274376,3.250793651,3.738412698,4.040272109,4.342131519,4.783310658,5.061950113,5.479909297,5.758548753,6.176507937,6.687346939,6.965986395,7.267845805,7.546485261,7.801904762,8.126984127,8.382403628,8.637823129,8.89324263,9.287981859,9.613061224,9.868480726,10.19356009,10.44897959,4.831799963,4.962389151,5.096507777,5.234251231,5.37571748,4
78,0.069659864,0.394739229,0.859138322,1.230657596,1.578956916,1.834376417,2.089795918,2.391655329,2.879274376,3.808072562,4.342131519,4.829750567,5.29414966,5.549569161,6.013968254,6.269387755,6.757006803,7.012426304,7.267845805,7.755464853,8.266303855,8.962902494,9.264761905,9.705941043,10.24,3.585619906,3.682528552,3.78205635,3.88427409,3.98925447,4.097072159,4.207803839,4.321528267,4.438326328,4.558281094,4.68147788,8
79,0.069659864,0.325079365,0.789478458,1.114557823,1.416417234,1.718276644,1.9969161,2.29877551,2.577414966,2.879274376,3.181133787,3.459773243,3.761632653,4.040272109,4.365351474,4.64399093,4.94585034,5.224489796,5.526349206,5.804988662,6.130068027,6.431927438,6.687346939,6.989206349,7.314285714,7.59292517,7.871564626,8.173424036,8.475283447,8.777142857,9.055782313,9.334421769,9.636281179,9.93814059,10.19356009,5.020028191,3
80,0.069659864,0.975238095,1.369977324,1.764716553,2.368435374,2.809614512,3.204353741,3.668752834,4.063492063,4.59755102,4.899410431,5.735328798,6.153287982,6.571247166,6.989206349,7.407165533,7.825124717,8.2430839,8.870022676,9.287981859,9.705941043,10.10068027,10.54185941,3.465463014,3.559124177,3.655316722,3.754109066,3.855571473,3.959776107,4.066797083,4.176710518,4.289594586,4.405529575,4.524597942,4.646884372,4.772475842,1
81,0.069659864,0.626938776,0.952018141,1.323537415,1.695056689,2.066575964,2.368435374,2.763174603,3.041814059,3.436553288,3.831292517,4.179591837,4.527891156,4.876190476,5.224489796,5.572789116,5.94430839,6.315827664,6.640907029,7.012426304,7.546485261,8.080544218,8.428843537,8.753922902,9.055782313,9.473741497,9.798820862,10.14712018,10.54185941,4.332340504,4.449430788,4.569685674,4.693190692,4.820033684,4.950304864,5.084096888,6
82,0.069659864,0.673378685,1.30031746,1.671836735,1.973696145,2.321995465,2.670294785,3.065034014,3.529433107,4.017052154,4.481451247,4.829750567,5.201269841,5.479909297,5.94430839,6.431927438,6.919546485,7.267845805,7.639365079,7.89478458,8.219863946,8.59138322,8.870022676,9.334421769,9.822040816,3.546502421,3.642353838,3.740795833,3.841898423,3.945733516,4.052374962,4.16189861,4.274382356,4.389906203,4.508552317,4.630405082,3
83,0.208979592,0.557278912,1.091337868,1.602176871,2.391655329,2.739954649,3.134693878,3.459773243,3.761632653,4.017052154,4.365351474,4.736870748,5.085170068,5.456689342,5.804988662,6.153287982,6.501587302,7.058866213,7.616145125,8.126984127,8.405623583,8.684263039,9.218321995,9.775600907,10.30965986,3.601728259,3.699072266,3.799047192,3.901724143,4.007176147,4.115478205,4.226707346,4.340942679,4.458265454,4.578759115,4.702509362,3
84,0.069659864,1.253877551,1.857596372,2.136235828,2.623854875,3.366893424,3.64553288,3.970612245,4.249251701,4.551111111,4.829750567,5.758548753,6.083628118,6.664126984,6.965986395,7.569705215,9.055782313,9.357641723,9.984580499,2.594442606,2.664562676,2.736577884,2.810539448,2.886499974,2.964513487,3.044635473,3.126922918,3.211434348,3.298229871,3.387371219,3.478921792,3.572946706,3.669512833,3.768688855,3.870545311,3.975154644,2
85,0.069659864,0.487619048,0.952018141,1.393197279,1.671836735,2.113015873,2.600634921,3.018594104,3.29723356,3.552653061,4.017052154,4.504671202,4.969070295,5.456689342,5.921088435,6.408707483,6.710566893,7.082086168,7.337505669,7.801904762,8.266303855,8.730702948,9.218321995,9.682721088,3.196320402,3.28270744,3.371429263,3.462548972,3.556131377,3.652243036,3.750952307,3.852329397,3.956446407,4.063377391,4.173198402,4.285987548,3
86,0.069659864,0.394739229,0.719818594,1.207437642,1.64861678,1.95047619,2.275555556,2.554195011,3.041814059,3.64553288,4.109931973,4.388571429,4.690430839,4.992290249,5.29414966,5.619229025,5.921088435,6.199727891,6.501587302,6.826666667,7.105306122,7.430385488,7.732244898,8.057324263,8.544943311,8.986122449,9.287981859,9.729160998,10.17034014,4.083657535,4.194026658,4.307378729,4.423794371,4.543356381,4.666149797,4.792261953,2
87,0.069659864,0.441179138,0.766258503,1.091337868,1.369977324,1.718276644,2.020136054,2.484535147,2.786394558,3.088253968,3.413333333,3.715192744,4.040272109,4.342131519,4.667210884,4.969070295,5.29414966,5.59600907,5.921088435,6.222947846,6.548027211,6.849886621,7.174965986,7.476825397,7.801904762,8.103764172,8.405623583,8.730702948,9.032562358,9.357641723,9.659501134,9.984580499,4.463335172,4.583965852,4.707856821,4.835096195,2
88,0.069659864,0.441179138,0.812698413,1.184217687,1.555736961,1.904036281,2.275555556,2.763174603,3.181133787,3.970612245,4.249251701,4.620770975,5.154829932,5.874648526,6.222947846,6.524807256,6.780226757,7.058866213,7.337505669,7.848344671,8.150204082,8.405623583,8.661043084,8.93968254,9.195102041,9.520181406,9.868480726,10.12390023,4.262011399,4.377200896,4.495503623,4.617003721,4.741787606,4.869944027,5.001564136,5.136741545,5
89,0.069659864,0.394739229,0.65015873,0.952018141,1.602176871,2.113015873,2.368435374,2.902494331,3.320453515,3.575873016,3.924172336,4.342131519,4.852970522,5.340589569,5.94430839,6.315827664,7.035646259,7.500045351,7.801904762,8.266303855,8.521723356,8.823582766,9.264761905,9.752380952,10.00780045,3.611977692,3.709598711,3.809858135,3.912827274,4.018579363,4.127189616,4.238735281,4.353295694,4.470952334,4.591788884,4.715891286,8
90,0.069659864,0.534058957,0.859138322,1.695056689,1.9969161,2.739954649,2.99537415,3.482993197,4.272471655,4.59755102,5.224489796,5.549569161,5.874648526,6.176507937,6.826666667,7.082086168,7.476825397,8.103764172,8.405623583,8.707482993,9.055782313,9.380861678,9.682721088,10.00780045,3.562108231,3.658381426,3.7572566,3.858804075,3.963096077,4.070206782,4.180212371,4.293191084,4.409223275,4.528391472,4.650780431,4.776477199,1
91,0.069659864,0.789478458,1.253877551,1.509297052,2.159455782,2.438095238,2.99537415,3.575873016,4.342131519,4.94585034,5.317369615,5.64244898,6.339047619,6.617687075,6.919546485,7.29106576,7.546485261,7.987664399,8.428843537,8.684263039,8.93968254,9.473741497,9.868480726,10.51863946,3.774434026,3.876445756,3.981214561,4.088814954,4.199323466,4.312818695,4.429381363,4.549094372,4.672042869,4.798314298,4.927998468,5.061187616,6
92,0.069659864,0.534058957,0.789478458,1.044897959,1.323537415,1.602176871,2.136235828,2.64707483,2.925714286,3.204353741,3.738412698,4.202811791,4.504671202,4.783310658,5.29414966,5.781768707,6.060408163,6.548027211,6.826666667,7.082086168,7.616145125,7.871564626,8.405623583,8.89324263,9.171882086,9.682721088,9.984580499,3.695277318,3.795149678,3.897721291,4.00306511,4.111256059,4.222371087,4.336489225,4.453691636,4.57406168,4
93,0.069659864,0.394739229,0.835918367,1.230657596,1.671836735,2.136235828,2.554195011,2.94893424,3.413333333,3.831292517,4.249251701,4.504671202,5.108390023,5.549569161,5.967528345,6.222947846,6.687346939,7.105306122,7.685804989,8.544943311,8.986122449,9.24154195,9.636281179,10.07746032,10.37931973,3.514413189,3.609397329,3.706948608,3.807136408,3.910031987,4.015708527,4.12424119,4.235707168,4.35018574,4.467758328,4.588508553,1
94,0.069659864,0.534058957,1.091337868,1.439637188,1.834376417,2.600634921,3.065034014,3.366893424,3.831292517,4.574331066,4.992290249,5.526349206,5.874648526,6.501587302,6.757006803,7.012426304,7.267845805,7.732244898,7.987664399,8.475283447,8.962902494,9.218321995,9.752380952,10.21678005,3.694188883,3.794031826,3.896573226,4.001886016,4.110045098,4.221127398,4.335211922,4.452379812,4.572714401,4.696301277,4.823228338,4.953585861,8
